timestamp,DXL_PWM,DXL_Current,ω(t),θ(t),DXL_Input_Voltage,U
118.24000000000001,-0.0565,-0.00269,-0.023980823922402087,0.12608258516407017,11.9,-0.67235
118.26,-0.0565,-0.00269,-0.023980823922402087,0.12301080568056015,11.9,-0.67235
118.28,-0.061020000000000005,0.0,-0.11990411961201045,0.11993902619705017,11.9,-0.7261380000000001
118.3,-0.05311,0.00538,-0.14388494353441253,0.11533135697178537,11.9,-0.632009
118.32000000000001,-0.03842,0.01614,-0.1918465913792167,0.1091877980047651,11.9,-0.45719800000000005
118.34,-0.020340000000000004,0.024210000000000002,-0.1918465913792167,0.1061160185212551,11.9,-0.24204600000000007
118.36,-0.00226,0.01614,-0.1678657674568146,0.10458012877950033,11.9,-0.026893999999999998
118.38,0.013560000000000001,0.01614,-0.14388494353441253,0.10150834929599009,11.9,0.161364
118.4,0.024860000000000004,0.01345,-0.11990411961201045,0.10150834929599009,11.9,0.29583400000000004
118.42,0.029380000000000003,0.01614,-0.07194247176720626,0.10150834929599009,11.9,0.34962200000000004
118.44,0.025990000000000003,0.01076,-0.023980823922402087,0.10304423903774508,11.9,0.30928100000000003
118.46000000000001,0.014690000000000002,0.0,0.0,0.10304423903774508,11.9,0.17481100000000002
118.48,-0.0033900000000000002,0.0,0.0,0.10150834929599009,11.9,-0.040341
118.5,-0.024860000000000004,-0.00538,0.0,0.10304423903774508,11.9,-0.29583400000000004
118.52,-0.04746,-0.01076,0.0,0.10150834929599009,11.9,-0.564774
118.54,-0.06892999999999999,-0.01614,-0.023980823922402087,0.0984365698124801,11.9,-0.820267
118.56,-0.08588000000000001,-0.01614,-0.047961647844804174,0.09536479032897008,11.9,-1.021972
118.58,-0.09718,-0.01345,-0.09592329568960835,0.09229301084546009,11.9,-1.156442
118.60000000000001,-0.10057,-0.01076,-0.14388494353441253,0.08614945187844007,11.9,-1.1967830000000002
118.62,-0.09605000000000001,-0.00538,-0.1918465913792167,0.08000589291142006,11.9,-1.1429950000000002
118.64,-0.08474999999999999,0.0,-0.263789063146423,0.07232644420264504,11.9,-1.008525
118.66,-0.06892999999999999,0.00807,-0.3117507109912271,0.06464699549386982,11.9,-0.820267
118.68,-0.04972000000000001,0.0269,-0.3357315349136292,0.05850343652684978,11.9,-0.5916680000000001
118.7,-0.03164,0.029589999999999998,-0.3117507109912271,0.05389576730158478,11.9,-0.376516
118.72,-0.01695,0.02152,-0.28776988706882506,0.050823987818074776,11.9,-0.201705
118.74000000000001,-0.0067800000000000004,0.01076,-0.21582741530161878,0.04928809807631954,11.9,-0.080682
118.76,-0.00452,0.0,-0.14388494353441253,0.04775220833456477,11.9,-0.053787999999999996
118.78,-0.010170000000000002,0.0,-0.09592329568960835,0.04775220833456477,11.9,-0.12102300000000003
118.8,-0.02373,-0.00538,-0.047961647844804174,0.04775220833456477,11.9,-0.282387
