time,q1_l,q1_r,q2_l,q2_r,ZMPx,ZMPy,CoMx,CoMy,CoMz
12.579999999999993,-0.5337505770935734,-0.4506076840066013,1.341880188586451,0.9638591416803499,1.1334190590043791,-0.2170426551201081,1.1365542825969657,-0.2143066329095369,0.19173183907023764
12.599999999999993,-0.5769396704448755,-0.4467647318232317,1.3542840529240359,0.9639746851164176,1.1334190590043791,-0.2170426551201081,1.1362155498202444,-0.21555836659619482,0.19173183907023764
12.619999999999994,-0.6172456014533328,-0.44301242208769814,1.358375214716134,0.9640308954045321,1.1334190590043791,-0.2170426551201081,1.1359340961507358,-0.216779785707507,0.19173183907023764
12.639999999999993,-0.6539202939134899,-0.43927573518391055,1.3540398597605419,0.9640323978906825,1.1334190590043791,-0.2170426551201081,1.1357041967335262,-0.2179958621353755,0.19173183907023764
12.659999999999993,-0.6862928161996525,-0.43547825579673255,1.3413661419542835,0.96397931137709,1.1334190590043791,-0.2170426551201081,1.1355211395982954,-0.21923151206046138,0.19173183907023764
12.679999999999993,-0.7138083871338687,-0.4315409857803372,1.3206405009015079,0.9638672574771386,1.1334190590043791,-0.2170426551201081,1.1353811510663667,-0.22051199079172173,0.19173183907023764
12.699999999999994,-0.7360606281495476,-0.42738100774399224,1.292338115025585,0.9636870302577506,1.1334190590043791,-0.2170426551201081,1.1352813242415867,-0.22186328745885892,0.19173183907023764
12.719999999999994,-0.7528130291926394,-0.4229099697946495,1.2571102200960413,0.9634239041104726,1.1334190590043791,-0.2170426551201081,1.135219554106353,-0.22331252809911886,0.19173183907023764
12.739999999999993,-0.7640083664375666,-0.4180322657640085,1.215772191903072,0.963056524995498,1.1334190590043791,-0.2170426551201081,1.135194485115485,-0.22488842364635928,0.19173183907023764
12.759999999999993,-0.7697675451939809,-0.4126426232750136,1.1692967555448872,0.9625552731130975,1.1334190590043791,-0.2170426551201081,1.1352054802423246,-0.22662184616384023,0.19173183907023764
12.779999999999992,-0.7703810275557188,-0.4066221648222588,1.1188168884419922,0.9618798308379407,1.1334190590043791,-0.2170426551201081,1.1352525230611559,-0.22854679629489003,0.19173183907023764
12.799999999999994,-0.7662969733159546,-0.3998317015192092,1.065642669676326,0.9609754322733918,1.1334190590043791,-0.2170426551201081,1.1353359636671907,-0.2307020912259237,0.19173183907023764
12.819999999999993,-0.7581117309408969,-0.3921048203962406,1.0112911273578935,0.9597675489165971,1.1334190590043791,-0.2170426551201081,1.135456968225337,-0.23313302375264916,0.19173183907023764
12.839999999999993,-0.7465619836591859,-0.38323708702207276,0.9575289039662213,0.9581538431110393,1.1334190590043791,-0.2170426551201081,1.135617982596434,-0.23589395786800027,0.19173183907023764
12.859999999999992,-0.7325161924160257,-0.37297058457466714,0.9064187846155317,0.9559918595698988,1.1334190590043791,-0.2170426551201081,1.1358230602771326,-0.23905189877960226,0.19173183907023764
12.879999999999994,-0.7169563893381138,-0.3609757096638688,0.8603438321259987,0.9530808892227454,1.1334190590043791,-0.2170426551201081,1.1360781035971124,-0.24269021523906484,0.19173183907023764
12.899999999999993,-0.7009306266773663,-0.3468350966634899,0.8219569695258613,0.9491370817289057,1.1334190590043791,-0.2170426551201081,1.1363909421024032,-0.2469108007882592,0.19173183907023764
12.919999999999993,-0.6854476264584873,-0.3300392060090864,0.7939794331458178,0.9437633011826253,1.1334190590043791,-0.2170426551201081,1.1367710253959802,-0.2518317453070903,0.19173183907023764
12.939999999999992,-0.671294758190577,-0.3100091527024276,0.7787845652534883,0.9364210288136041,1.1334190590043791,-0.2170426551201081,1.13722837281791,-0.2575763625692224,0.19173183907023764
12.959999999999994,-0.6588102480913836,-0.2861680243493555,0.7778040230100582,0.9264226204661579,1.1334190590043791,-0.2170426551201081,1.137771366549506,-0.264248949429777,0.19173183907023764
12.979999999999993,-0.6477217129012481,-0.2580827381355508,0.7909697137922299,0.9129783504105974,1.1334190590043791,-0.2170426551201081,1.1384031171961841,-0.2718943132352214,0.19173183907023764
12.999999999999993,-0.63720041665473,-0.2256851359861316,0.8165081318139927,0.895346440667282,1.1334190590043791,-0.2170426551201081,1.1391166464055165,-0.2804438973370097,0.19173183907023764
13.019999999999992,-0.6204769015058013,-0.20086947412529768,0.8557195264781136,0.8803706570267483,1.1334190590043791,-0.21704265512010806,1.1398902210944428,-0.2896635522123337,0.19173183907023764
13.039999999999992,-0.605911133374249,-0.16427425193715697,0.8800817790763602,0.85605292317821,1.147214325055882,-0.37189382211945743,1.1406859795747704,-0.29913824526734706,0.19173183907023764
13.059999999999992,-0.5899979374670564,-0.13091865511995537,0.9005390580987545,0.8341021122175384,1.147214325055882,-0.3718938221194571,1.1414574197074248,-0.30835625734554856,0.19173183907023764
13.079999999999991,-0.5738010998140919,-0.1063700647135909,0.9167931282695356,0.8220104023807329,1.147214325055882,-0.3718938221194571,1.1421666110282063,-0.3169025514689306,0.19173183907023764
13.099999999999993,-0.5582035309209104,-0.09198301881087856,0.9292017028504779,0.8218064272635228,1.147214325055882,-0.3718938221194571,1.1427916790985793,-0.32454297204648036,0.19173183907023764
13.119999999999992,-0.5437669568214647,-0.08809649540194714,0.9384388312934497,0.8341409509003388,1.147214325055882,-0.3718938221194571,1.1433254248165656,-0.33120895912304543,0.19173183907023764
13.139999999999992,-0.5307431441654632,-0.09417272880744904,0.9452277020988421,0.8582521808982939,1.147214325055882,-0.3718938221194571,1.1437706506879841,-0.33694532345011724,0.19173183907023764
13.159999999999991,-0.5191592661800806,-0.10910544755393875,0.9502002917538782,0.8923367841461838,1.147214325055882,-0.3718938221194571,1.144135337725093,-0.34185637142431563,0.19173183907023764
13.179999999999993,-0.508914354000177,-0.13154821501291447,0.9538525324170718,0.9340644580078509,1.147214325055882,-0.3718938221194571,1.1444290126918417,-0.3460654212752201,0.19173183907023764
13.199999999999992,-0.49985439915541074,-0.16015788235280654,0.9565505994238721,0.9810065170537551,1.147214325055882,-0.3718938221194571,1.1446605567042178,-0.3496905327011623,0.19173183907023764
13.219999999999992,-0.49181818637902497,-0.19372324047950024,0.9585563815201275,1.0308892630267532,1.147214325055882,-0.3718938221194571,1.144837190022184,-0.35283347958967587,0.19173183907023764
13.239999999999991,-0.4846587908089624,-0.2312017296410816,0.9600550803383946,1.081695141349244,1.147214325055882,-0.3718938221194571,1.1449642202928325,-0.35557734036831956,0.19173183907023764
13.259999999999993,-0.4782494804895245,-0.27170219288040676,0.9611780996115464,1.131672986324291,1.147214325055882,-0.3718938221194571,1.1450451845503036,-0.35798856536093765,0.19173183907023764
13.279999999999992,-0.47248178622385256,-0.3144445456956809,0.9620197937755587,1.1793099630778265,1.147214325055882,-0.3718938221194571,1.1450821267137477,-0.36012063337073835,0.19173183907023764
13.299999999999992,-0.46726093249084094,-0.3587151031819511,0.9626489010076613,1.2232966926902205,1.147214325055882,-0.3718938221194571,1.1450758639887317,-0.36201766549880254,0.19173183907023764
13.319999999999991,-0.46250136826332605,-0.40382712221338,0.9631160780478828,1.2625000080922066,1.147214325055882,-0.3718938221194571,1.1450261790460576,-0.36371730366181326,0.19173183907023764
13.339999999999993,-0.45812341283832547,-0.44909107231230516,0.9634588274495812,1.2959477481169084,1.147214325055882,-0.3718938221194571,1.1449319254506798,-0.36525273132394165,0.19173183907023764
13.359999999999992,-0.4540510716116351,-0.49379692457146296,0.9637047638795695,1.3228250037501361,1.147214325055882,-0.3718938221194571,1.1447910579773337,-0.3666539857306815,0.19173183907023764
13.379999999999992,-0.4502106823749572,-0.5372097436271126,0.9638738309584335,1.3424789759957867,1.147214325055882,-0.3718938221194571,1.1446006066602776,-0.3679487892582479,0.19173183907023764
13.399999999999991,-0.4465299922600818,-0.5785789301500956,0.963979829596702,1.3544286716291074,1.147214325055882,-0.3718938221194571,1.1443566120690047,-0.36916310473302055,0.19173183907023764
13.419999999999993,-0.4429373563129412,-0.6171600413545298,0.9640314570378274,1.358375471367666,1.147214325055882,-0.3718938221194571,1.1440540351688224,-0.37032155960733093,0.19173183907023764
13.439999999999992,-0.43936087649136285,-0.652246265264316,0.9640329610602065,1.3542110414734723,1.147214325055882,-0.3718938221194571,1.1436866513184358,-0.37144782274825183,0.19173183907023764
13.459999999999992,-0.4357274070003997,-0.6832048658636866,0.9639844610474398,1.3420201216681475,1.147214325055882,-0.3718938221194571,1.143246935339087,-0.37256497105236275,0.19173183907023764
13.479999999999992,-0.4319614163892658,-0.7095129589516992,0.9638819574141565,1.3220772832221068,1.147214325055882,-0.3718938221194571,1.1427259422663811,-0.37369585516090925,0.19173183907023764
13.499999999999993,-0.4279837130596514,-0.7307873215771613,0.9637170300556269,1.2948385001086744,1.147214325055882,-0.3718938221194571,1.142113184081071,-0.37486346336059767,0.19173183907023764
13.519999999999992,-0.4237100060291192,-0.7468045746406952,0.9634762057504102,1.2609299174946247,1.147214325055882,-0.3718938221194571,1.141396493105464,-0.3760912888225593,0.19173183907023764
